id, make_id, name, type_id, created_at, updated_at
130,15,Brooklands,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
131,15,Continental,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
132,15,Continental Flying Spur,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
133,15,Continental GT,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
134,15,Eight,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
135,15,Flying Spur,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
136,15,Mulsanne,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
137,15,Turbo R,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
150,18,i3,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
151,18,i8,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
152,18,X1,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
153,18,X3,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
154,18,X4,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
155,18,X5,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
156,18,X6,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
157,18,Z1,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
158,18,Z3,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
159,18,Z4,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
160,18,Z8,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
172,21,BS2,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
173,21,M1,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
174,21,BS4,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
175,21,M3,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
176,21,V5,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
177,22,Blenheim,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
178,22,Speedster,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
179,22,Fighter,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
182,24,EB 110,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
183,24,EB 112,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
185,25,Century,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
187,25,Enclave,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
188,25,Excelle,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
189,25,GL8,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
190,25,LaCrosse,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
191,25,LE Sabre,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
192,25,Lucerne,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
193,25,Park Avenue,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
195,25,Reatta,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
196,25,Regal,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
197,25,Rendezvous,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
198,25,Riviera,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
199,25,Roadmaster,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
200,25,Skylark,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
201,25,Terraza,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
202,26,e6,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
203,26,F0,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
204,26,F3,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
205,26,F6,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
206,26,F8,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
207,26,Flyer,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
208,26,G3,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
209,26,G6,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
210,26,L3,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
211,26,M6,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
212,26,S6,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
215,28,Allante,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
216,28,ATS,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
217,28,BLS,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
218,28,Brougham,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
219,28,Catera,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
220,28,CTS,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
221,28,De Ville,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
222,28,DTS,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
223,28,Eldorado,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
224,28,Escalade,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
225,28,Fleetwood,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
227,28,Seville,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
229,28,SRX,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
230,28,STS,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
231,28,XLR,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
232,28,XTS,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
233,29,C12,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
234,30,FX4S,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
235,31,21,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
236,31,CSR,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
237,31,Seven,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
239,32,CS35,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
240,32,Eado,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
241,32,Raeton,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
244,33,Flying,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
245,33,SUV,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
247,34,Amulet,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
248,34,Bonus,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
249,34,CrossEastar,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
250,34,Fora,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
251,34,IndiS,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
252,34,Kimo,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
253,34,Oriental Son,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
254,34,QQ6,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
255,34,QQ,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
256,34,Tiggo,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
257,34,Very,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
258,35,Alero,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
259,35,Astra,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
260,35,Astro,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
261,35,Avalanche,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
262,35,Aveo,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
263,35,Beretta,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
264,35,Blazer,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
267,35,Camaro,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
268,35,Caprice,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
269,35,Captiva,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
270,35,Cavalier,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
271,35,Celebrity,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
272,35,Celta,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
273,35,Chevette,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
274,35,Citation,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
275,35,Classic,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
276,35,Cobalt,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
277,35,Colorado,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
278,35,Corsa,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
279,35,Corsica,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
280,35,Corvette,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
282,35,Cruze,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
283,35,Epica,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
284,35,Equinox,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
285,35,Evanda,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
286,35,Express,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
287,35,HHR,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
288,35,Impala,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
289,35,Kalos,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
290,35,Lacetti,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
291,35,Lanos,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
292,35,Lumina,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
293,35,Lumina APV,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
294,35,LUV D-MAX,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
295,35,Malibu,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
296,35,Metro,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
297,35,Monte Carlo,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
298,35,Monza,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
299,35,MW,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
300,35,Niva,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
301,35,Nubira,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
302,35,Omega,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
303,35,Orlando,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
304,35,Prizm,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
305,35,Rezzo,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
306,35,S-10,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
307,35,Sail,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
308,35,Sonic,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
309,35,Spark,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
310,35,SSR,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
312,35,Suburban,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
313,35,Tahoe,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
314,35,Tavera,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
315,35,Tracker,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
316,35,TrailBlazer,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
317,35,Trans Sport,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
318,36,200,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
319,36,300C,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
320,36,300M,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
321,36,Aspen,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
322,36,Cirrus,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
323,36,Concorde,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
324,36,Crossfire,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
325,36,Dynasty,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
326,36,Fifth Avenue,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
327,36,Imperial,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
328,36,Intrepid,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
329,36,LeBaron,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
330,36,LHS,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
332,36,Neon,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
333,36,New Yorker,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
334,36,Pacifica,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
335,36,Prowler,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
336,36,PT Cruiser,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
337,36,Saratoga,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
338,36,Sebring,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
339,36,Stratus,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
340,36,TC,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
341,36,Town and Country,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
343,36,Vision,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
344,36,Voyager,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
345,37,2 CV,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
346,37,Ami,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
347,37,AX,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
348,37,Berlingo,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
349,37,BX,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
350,37,C-Crosser,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
351,37,C-Elysee,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
352,37,C1,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
353,37,C2,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
354,37,C3,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
355,37,C3 Picasso,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
356,37,C4 AirCross,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
357,37,C4 Cactus,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
358,37,C4,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
359,37,C4 Picasso,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
360,37,C5,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
361,37,C6,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
362,37,C8,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
363,37,CX,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
364,37,DS3,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
365,37,DS4,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
366,37,DS5,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
367,37,Dyane,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
368,37,Evasion,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
369,37,GS,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
371,37,Saxo,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
372,37,Visa,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
373,37,Xantia,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
374,37,XM,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
375,37,Xsara,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
376,37,Xsara Picasso,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
377,37,ZX,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
378,38,V16T,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
379,39,T-Rex,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
380,40,1300,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
381,40,1310,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
383,40,Dokker,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
384,40,Duster,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
385,40,Lodgy,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
386,40,Logan,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
387,40,Nova,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
388,40,Sandero,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
389,40,Solenza,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
390,41,City Leading,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
391,41,Shuttle,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
392,41,Smoothing,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
393,42,Arcadia,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
394,42,Chairman,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
395,42,Damas,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
396,42,Espero,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
397,42,Evanda,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
398,42,G2X,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
399,42,Gentra,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
400,42,Kalos,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
401,42,Korando,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
402,42,Lacetti,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
403,42,Lanos,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
404,42,LeMans,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
405,42,Leganza,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
406,42,Magnus,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
407,42,Matiz,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
408,42,Musso,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
409,42,Nexia,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
410,42,Nubira,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
411,42,Prince,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
412,42,Racer,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
413,42,Rezzo,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
414,42,Tacuma,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
415,42,Tico,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
416,42,Tosca,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
417,42,Winstorm,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
420,44,Altis,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
421,44,Applause,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
422,44,Atrai,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
423,44,Be-go,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
424,44,Boon,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
425,44,Ceria,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
426,44,Charade,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
427,44,Charmant,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
428,44,Coo,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
429,44,Copen,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
430,44,Cuore,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
432,44,Esse,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
433,44,Feroza,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
434,44,Gran Move,1, 2019-07-15 15:01:16, 2019-07-15 15:01:16
