id, model_id, name, year_start, year_end, type_id, created_at, udpated_at
47,67,1 generation,2009,2012,1,2019-07-15 15:01:16,2019-07-15 15:01:16
48,69,2 generation,2012,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
49,69,1 generation,2001,2007,1,2019-07-15 15:01:16,2019-07-15 15:01:16
53,74,1 generation,2011,2012,1,2019-07-15 15:01:16,2019-07-15 15:01:16
54,78,8C/B4,1991,1996,1,2019-07-15 15:01:16,2019-07-15 15:01:16
55,78,8A/B3,1986,1991,1,2019-07-15 15:01:16,2019-07-15 15:01:16
56,78,B2,1978,1986,1,2019-07-15 15:01:16,2019-07-15 15:01:16
57,78,B1 [restyling],NULL,NULL,1,2019-07-15 15:01:16,2019-07-15 15:01:16
59,82,8V,2012,2016,1,2019-07-15 15:01:16,2019-07-15 15:01:16
61,82,8P,2003,2005,1,2019-07-15 15:01:16,2019-07-15 15:01:16
62,84,B8/8K [restyling],2011,2016,1,2019-07-15 15:01:16,2019-07-15 15:01:16
63,84,B8/8K,2007,2011,1,2019-07-15 15:01:16,2019-07-15 15:01:16
64,84,B7,2004,2008,1,2019-07-15 15:01:16,2019-07-15 15:01:16
65,84,B6,2000,2005,1,2019-07-15 15:01:16,2019-07-15 15:01:16
66,84,B5 [restyling],1997,2001,1,2019-07-15 15:01:16,2019-07-15 15:01:16
68,85,8T [restyling],2011,2016,1,2019-07-15 15:01:16,2019-07-15 15:01:16
71,86,4B/C5,2000,2005,1,2019-07-15 15:01:16,2019-07-15 15:01:16
72,89,D4/4H [restyling],2013,2018,1,2019-07-15 15:01:16,2019-07-15 15:01:16
73,89,D4/4H,2010,2014,1,2019-07-15 15:01:16,2019-07-15 15:01:16
74,89,D2/4D [restyling],1999,2002,1,2019-07-15 15:01:16,2019-07-15 15:01:16
75,89,D2/4D,1994,1999,1,2019-07-15 15:01:16,2019-07-15 15:01:16
76,97,2 generation,2015,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
77,97,1 generation [restyling],2012,2015,1,2019-07-15 15:01:16,2019-07-15 15:01:16
78,101,B8,2012,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
79,101,B7,2005,2008,1,2019-07-15 15:01:16,2019-07-15 15:01:16
80,101,B5,2000,2001,1,2019-07-15 15:01:16,2019-07-15 15:01:16
81,103,C7,2013,2014,1,2019-07-15 15:01:16,2019-07-15 15:01:16
82,103,C6,2008,2010,1,2019-07-15 15:01:16,2019-07-15 15:01:16
83,103,C5,2002,2004,1,2019-07-15 15:01:16,2019-07-15 15:01:16
86,107,8V,2013,2016,1,2019-07-15 15:01:16,2019-07-15 15:01:16
87,107,8P/8PA [restyling],2008,2012,1,2019-07-15 15:01:16,2019-07-15 15:01:16
88,107,8L,1999,2001,1,2019-07-15 15:01:16,2019-07-15 15:01:16
89,109,8T [restyling],2012,2016,1,2019-07-15 15:01:16,2019-07-15 15:01:16
90,109,8T,2008,2011,1,2019-07-15 15:01:16,2019-07-15 15:01:16
91,110,C7,2012,2014,1,2019-07-15 15:01:16,2019-07-15 15:01:16
92,110,C6,2006,2008,1,2019-07-15 15:01:16,2019-07-15 15:01:16
94,110,C5,1999,2004,1,2019-07-15 15:01:16,2019-07-15 15:01:16
95,112,D4 [restyling],2013,2018,1,2019-07-15 15:01:16,2019-07-15 15:01:16
96,112,D4,2012,2013,1,2019-07-15 15:01:16,2019-07-15 15:01:16
97,112,D3,2005,2008,1,2019-07-15 15:01:16,2019-07-15 15:01:16
98,112,D2,1996,1999,1,2019-07-15 15:01:16,2019-07-15 15:01:16
99,114,8J,2006,2010,1,2019-07-15 15:01:16,2019-07-15 15:01:16
100,114,8J [restyling],2010,2014,1,2019-07-15 15:01:16,2019-07-15 15:01:16
106,128,2 generation,2002,2009,1,2019-07-15 15:01:16,2019-07-15 15:01:16
107,128,1 generation,1998,2002,1,2019-07-15 15:01:16,2019-07-15 15:01:16
108,130,2 generation,2008,2011,1,2019-07-15 15:01:16,2019-07-15 15:01:16
109,130,1 generation,1994,1998,1,2019-07-15 15:01:16,2019-07-15 15:01:16
135,152,E84 [restyling],2012,2015,1,2019-07-15 15:01:16,2019-07-15 15:01:16
136,152,E84,2009,2012,1,2019-07-15 15:01:16,2019-07-15 15:01:16
137,153,F25 [restyling],2014,2017,1,2019-07-15 15:01:16,2019-07-15 15:01:16
138,153,F25,2010,2015,1,2019-07-15 15:01:16,2019-07-15 15:01:16
139,153,E83,2003,2006,1,2019-07-15 15:01:16,2019-07-15 15:01:16
140,155,F15,2013,2018,1,2019-07-15 15:01:16,2019-07-15 15:01:16
141,155,E70 [restyling],2010,2013,1,2019-07-15 15:01:16,2019-07-15 15:01:16
142,155,E70,2006,2010,1,2019-07-15 15:01:16,2019-07-15 15:01:16
143,155,E53,1999,2003,1,2019-07-15 15:01:16,2019-07-15 15:01:16
144,156,F16,2014,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
145,156,E71 [restyling],2012,2015,1,2019-07-15 15:01:16,2019-07-15 15:01:16
146,156,E71/E72,2008,2012,1,2019-07-15 15:01:16,2019-07-15 15:01:16
148,159,E89,2009,2016,1,2019-07-15 15:01:16,2019-07-15 15:01:16
149,159,E85,2002,2005,1,2019-07-15 15:01:16,2019-07-15 15:01:16
174,173,1 generation [restyling],2009,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
175,173,1 generation,2005,2009,1,2019-07-15 15:01:16,2019-07-15 15:01:16
176,174,2 generation,2008,2010,1,2019-07-15 15:01:16,2019-07-15 15:01:16
178,177,3 generation,2000,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
179,177,2 generation,1997,2000,1,2019-07-15 15:01:16,2019-07-15 15:01:16
182,185,6 generation,1997,2005,1,2019-07-15 15:01:16,2019-07-15 15:01:16
183,185,5 generation,1982,1996,1,2019-07-15 15:01:16,2019-07-15 15:01:16
186,188,2 generation,2010,2016,1,2019-07-15 15:01:16,2019-07-15 15:01:16
188,189,2 generation,2000,2011,1,2019-07-15 15:01:16,2019-07-15 15:01:16
191,190,1 generation,2007,2009,1,2019-07-15 15:01:16,2019-07-15 15:01:16
193,191,8 generation,1992,1999,1,2019-07-15 15:01:16,2019-07-15 15:01:16
194,191,7 generation,1992,1999,1,2019-07-15 15:01:16,2019-07-15 15:01:16
195,191,6 generation,1986,1991,1,2019-07-15 15:01:16,2019-07-15 15:01:16
197,193,3 generation,2007,2012,1,2019-07-15 15:01:16,2019-07-15 15:01:16
198,193,2 generation,1997,2005,1,2019-07-15 15:01:16,2019-07-15 15:01:16
201,196,5 generation,2004,2008,1,2019-07-15 15:01:16,2019-07-15 15:01:16
202,196,4 generation,1997,2004,1,2019-07-15 15:01:16,2019-07-15 15:01:16
203,196,3 generation,1988,1996,1,2019-07-15 15:01:16,2019-07-15 15:01:16
204,198,8 generation,1995,1999,1,2019-07-15 15:01:16,2019-07-15 15:01:16
212,220,3 generation,2013,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
213,220,2 generation,2007,2014,1,2019-07-15 15:01:16,2019-07-15 15:01:16
214,220,1 generation,2002,2007,1,2019-07-15 15:01:16,2019-07-15 15:01:16
215,221,11 generation,1999,2006,1,2019-07-15 15:01:16,2019-07-15 15:01:16
216,221,10 generation,1994,1999,1,2019-07-15 15:01:16,2019-07-15 15:01:16
223,224,3 generation,2007,2014,1,2019-07-15 15:01:16,2019-07-15 15:01:16
224,224,4 generation,2014,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
225,224,1 generation,1998,2001,1,2019-07-15 15:01:16,2019-07-15 15:01:16
228,227,5 generation,1997,2004,1,2019-07-15 15:01:16,2019-07-15 15:01:16
229,227,4 generation,1991,1997,1,2019-07-15 15:01:16,2019-07-15 15:01:16
234,229,2 generation [restyling],2012,2017,1,2019-07-15 15:01:16,2019-07-15 15:01:16
235,229,2 generation,2010,2013,1,2019-07-15 15:01:16,2019-07-15 15:01:16
240,4,1 generation,1990,2001,1,2019-07-15 15:01:16,2019-07-15 15:01:16
245,76,44/44Q,1983,1991,1,2019-07-15 15:01:16,2019-07-15 15:01:16
247,79,89/B3,1987,1991,1,2019-07-15 15:01:16,2019-07-15 15:01:16
251,87,4G/C7,2010,2014,1,2019-07-15 15:01:16,2019-07-15 15:01:16
252,87,4F/C6,2004,2008,1,2019-07-15 15:01:16,2019-07-15 15:01:16
254,87,4B/C5,1997,2001,1,2019-07-15 15:01:16,2019-07-15 15:01:16
255,87,4B/C5 [restyling],2001,2004,1,2019-07-15 15:01:16,2019-07-15 15:01:16
256,91,89/8B,1988,1996,1,2019-07-15 15:01:16,2019-07-15 15:01:16
258,94,8R [restyling],2012,2017,1,2019-07-15 15:01:16,2019-07-15 15:01:16
259,94,8R,2008,2012,1,2019-07-15 15:01:16,2019-07-15 15:01:16
261,108,B8/8K,2009,2011,1,2019-07-15 15:01:16,2019-07-15 15:01:16
262,108,B8/8K [restyling],2011,2015,1,2019-07-15 15:01:16,2019-07-15 15:01:16
263,108,B7/8E,2005,2008,1,2019-07-15 15:01:16,2019-07-15 15:01:16
264,108,B6/8H,2003,2004,1,2019-07-15 15:01:16,2019-07-15 15:01:16
265,108,4A/C4,1991,1994,1,2019-07-15 15:01:16,2019-07-15 15:01:16
267,129,2 generation,2006,2011,1,2019-07-15 15:01:16,2019-07-15 15:01:16
268,129,1 generation,1995,2003,1,2019-07-15 15:01:16,2019-07-15 15:01:16
269,136,2 generation,2010,2016,1,2019-07-15 15:01:16,2019-07-15 15:01:16
270,136,1 generation,1984,1992,1,2019-07-15 15:01:16,2019-07-15 15:01:16
277,2254,T21 [restyling],2015,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
278,256,T11,2005,2014,1,2019-07-15 15:01:16,2019-07-15 15:01:16
280,261,2 generation,2007,2013,1,2019-07-15 15:01:16,2019-07-15 15:01:16
281,261,1 generation,2001,2006,1,2019-07-15 15:01:16,2019-07-15 15:01:16
282,262,T300,2011,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
283,262,T250 [restyling],2006,2012,1,2019-07-15 15:01:16,2019-07-15 15:01:16
284,262,T200,2003,2008,1,2019-07-15 15:01:16,2019-07-15 15:01:16
285,264,2 generation,NULL,NULL,1,2019-07-15 15:01:16,2019-07-15 15:01:16
286,264,1 generation,NULL,NULL,1,2019-07-15 15:01:16,2019-07-15 15:01:16
289,267,5 generation [restyling],2013,2015,1,2019-07-15 15:01:16,2019-07-15 15:01:16
290,267,5 generation,2008,2014,1,2019-07-15 15:01:16,2019-07-15 15:01:16
291,267,4 generation,1992,1997,1,2019-07-15 15:01:16,2019-07-15 15:01:16
292,267,3 generation,1982,,1,2019-07-15 15:01:16,2019-07-15 15:01:16
293,268,6 generation,2006,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
294,268,5 generation,1999,2003,1,2019-07-15 15:01:16,2019-07-15 15:01:16
295,268,4 generation,1990,1996,1,2019-07-15 15:01:16,2019-07-15 15:01:16
296,268,3 generation,1976,1979,1,2019-07-15 15:01:16,2019-07-15 15:01:16
297,269,1 generation [2th restyling],2013,2015,1,2019-07-15 15:01:16,2019-07-15 15:01:16
298,269,1 generation [restyling],2011,2013,1,2019-07-15 15:01:16,2019-07-15 15:01:16
299,269,1 generation,2006,2011,1,2019-07-15 15:01:16,2019-07-15 15:01:16
300,270,3 generation,1994,1999,1,2019-07-15 15:01:16,2019-07-15 15:01:16
301,270,2 generation,1987,1990,1,2019-07-15 15:01:16,2019-07-15 15:01:16
302,270,1 generation [restyling],1983,1987,1,2019-07-15 15:01:16,2019-07-15 15:01:16
303,276,2 generation,2011,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
304,276,1 generation [restyling],2008,2010,1,2019-07-15 15:01:16,2019-07-15 15:01:16
307,280,C7,2013,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
308,280,C6,2004,2008,1,2019-07-15 15:01:16,2019-07-15 15:01:16
310,280,C5,1997,2004,1,2019-07-15 15:01:16,2019-07-15 15:01:16
311,282,J300 [restyling],2012,2015,1,2019-07-15 15:01:16,2019-07-15 15:01:16
312,282,J300,2009,2012,1,2019-07-15 15:01:16,2019-07-15 15:01:16
313,284,2 generation,2010,2015,1,2019-07-15 15:01:16,2019-07-15 15:01:16
314,284,1 generation,2004,2009,1,2019-07-15 15:01:16,2019-07-15 15:01:16
316,286,1 generation,1996,2002,1,2019-07-15 15:01:16,2019-07-15 15:01:16
317,288,9 generation,2006,2013,1,2019-07-15 15:01:16,2019-07-15 15:01:16
318,288,8 generation,1999,2006,1,2019-07-15 15:01:16,2019-07-15 15:01:16
319,288,7 generation,1994,1996,1,2019-07-15 15:01:16,2019-07-15 15:01:16
322,295,2 generation [restyling],2000,2003,1,2019-07-15 15:01:16,2019-07-15 15:01:16
323,295,2 generation,1997,1999,1,2019-07-15 15:01:16,2019-07-15 15:01:16
324,295,1 generation [2th restyling],1980,NULL,1,2019-07-15 15:01:16,2019-07-15 15:01:16
325,295,3 generation,2004,2006,1,2019-07-15 15:01:16,2019-07-15 15:01:16
326,295,5 generation,2011,2013,1,2019-07-15 15:01:16,2019-07-15 15:01:16
327,295,4 generation,2008,2012,1,2019-07-15 15:01:16,2019-07-15 15:01:16
329,297,6 generation,1999,2005,1,2019-07-15 15:01:16,2019-07-15 15:01:16
330,297,5 generation,1995,1999,1,2019-07-15 15:01:16,2019-07-15 15:01:16
331,300,1 generation [restyling],2009,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
332,300,1 generation,2002,2009,1,2019-07-15 15:01:16,2019-07-15 15:01:16
334,302,B,1998,2001,1,2019-07-15 15:01:16,2019-07-15 15:01:16
335,302,A,1992,1998,1,2019-07-15 15:01:16,2019-07-15 15:01:16
338,309,M300,2010,2015,1,2019-07-15 15:01:16,2019-07-15 15:01:16
340,312,7 generation [restyling],1971,1972,1,2019-07-15 15:01:16,2019-07-15 15:01:16
341,312,GMT900,2007,2014,1,2019-07-15 15:01:16,2019-07-15 15:01:16
342,312,GMT800,2000,2005,1,2019-07-15 15:01:16,2019-07-15 15:01:16
343,312,GMT400,1991,1999,1,2019-07-15 15:01:16,2019-07-15 15:01:16
344,312,8 generation,1973,1980,1,2019-07-15 15:01:16,2019-07-15 15:01:16
345,313,4 generation,2013,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
346,313,GMT900,2006,2014,1,2019-07-15 15:01:16,2019-07-15 15:01:16
347,313,GMT800,1999,2007,1,2019-07-15 15:01:16,2019-07-15 15:01:16
348,313,GMT400,1995,1999,1,2019-07-15 15:01:16,2019-07-15 15:01:16
349,315,2 generation,1998,2004,1,2019-07-15 15:01:16,2019-07-15 15:01:16
350,315,1 generation,NULL,NULL,1,2019-07-15 15:01:16,2019-07-15 15:01:16
351,316,2 generation,2012,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
352,316,1 generation,2001,2009,1,2019-07-15 15:01:16,2019-07-15 15:01:16
355,319,1 generation,2005,2011,1,2019-07-15 15:01:16,2019-07-15 15:01:16
356,323,2 generation,1998,2004,1,2019-07-15 15:01:16,2019-07-15 15:01:16
357,323,1 generation,1993,1997,1,2019-07-15 15:01:16,2019-07-15 15:01:16
359,326,2 generation,1990,1993,1,2019-07-15 15:01:16,2019-07-15 15:01:16
360,326,1 generation,1982,1989,1,2019-07-15 15:01:16,2019-07-15 15:01:16
361,328,2 generation,1998,2004,1,2019-07-15 15:01:16,2019-07-15 15:01:16
362,328,1 generation,1992,1998,1,2019-07-15 15:01:16,2019-07-15 15:01:16
364,330,2 generation,1999,2001,1,2019-07-15 15:01:16,2019-07-15 15:01:16
365,330,1 generation,1994,1997,1,2019-07-15 15:01:16,2019-07-15 15:01:16
366,332,2 generation,1999,2005,1,2019-07-15 15:01:16,2019-07-15 15:01:16
367,332,1 generation,1994,1999,1,2019-07-15 15:01:16,2019-07-15 15:01:16
368,333,11 generation,1994,1996,1,2019-07-15 15:01:16,2019-07-15 15:01:16
369,333,10 generation,1988,1993,1,2019-07-15 15:01:16,2019-07-15 15:01:16
371,338,3 generation,2007,2010,1,2019-07-15 15:01:16,2019-07-15 15:01:16
372,338,2 generation,2001,2006,1,2019-07-15 15:01:16,2019-07-15 15:01:16
373,338,1 generation,1995,2000,1,2019-07-15 15:01:16,2019-07-15 15:01:16
375,341,5 generation,2007,2010,1,2019-07-15 15:01:16,2019-07-15 15:01:16
376,341,4 generation,2000,2007,1,2019-07-15 15:01:16,2019-07-15 15:01:16
377,341,3 generation,1995,2000,1,2019-07-15 15:01:16,2019-07-15 15:01:16
378,341,2 generation,1990,1995,1,2019-07-15 15:01:16,2019-07-15 15:01:16
382,344,5 generation,2007,2011,1,2019-07-15 15:01:16,2019-07-15 15:01:16
389,348,2 generation [2th restyling],2015,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
392,354,2 generation [restyling],2012,2016,1,2019-07-15 15:01:16,2019-07-15 15:01:16
393,354,2 generation,2009,2013,1,2019-07-15 15:01:16,2019-07-15 15:01:16
394,354,1 generation,2002,2010,1,2019-07-15 15:01:16,2019-07-15 15:01:16
395,355,1 generation [restyling],2012,2016,1,2019-07-15 15:01:16,2019-07-15 15:01:16
396,355,1 generation,2008,2013,1,2019-07-15 15:01:16,2019-07-15 15:01:16
397,358,2 generation [restyling],2016,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
398,358,2 generation,2010,2017,1,2019-07-15 15:01:16,2019-07-15 15:01:16
399,359,2 generation,2013,2017,1,2019-07-15 15:01:16,2019-07-15 15:01:16
400,359,1 generation,2006,2013,1,2019-07-15 15:01:16,2019-07-15 15:01:16
402,360,2 generation,2008,2017,1,2019-07-15 15:01:16,2019-07-15 15:01:16
404,362,2 generation,2002,2012,1,2019-07-15 15:01:16,2019-07-15 15:01:16
405,363,2 generation,1983,1995,1,2019-07-15 15:01:16,2019-07-15 15:01:16
410,373,X2,1998,2001,1,2019-07-15 15:01:16,2019-07-15 15:01:16
411,373,X1,1993,1998,1,2019-07-15 15:01:16,2019-07-15 15:01:16
412,374,Y4,1994,2000,1,2019-07-15 15:01:16,2019-07-15 15:01:16
413,374,Y3,1989,1994,1,2019-07-15 15:01:16,2019-07-15 15:01:16
418,384,1 generation [restyling],2013,NULL,1,2019-07-15 15:01:16,2019-07-15 15:01:16
419,384,1 generation,2010,2013,1,2019-07-15 15:01:16,2019-07-15 15:01:16
420,386,1 generation [restyling],2007,2012,1,2019-07-15 15:01:16,2019-07-15 15:01:16
421,386,1 generation,2004,2008,1,2019-07-15 15:01:16,2019-07-15 15:01:16
422,388,2 generation [restyling],2017,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
423,388,1 generation,2008,2012,1,2019-07-15 15:01:16,2019-07-15 15:01:16
424,395,1 generation [restyling],2005,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
425,395,1 generation,1991,2005,1,2019-07-15 15:01:16,2019-07-15 15:01:16
426,399,2 generation,2013,2016,1,2019-07-15 15:01:16,2019-07-15 15:01:16
427,399,1 generation,2005,2010,1,2019-07-15 15:01:16,2019-07-15 15:01:16
432,407,M150 [restyling],2000,2016,1,2019-07-15 15:01:16,2019-07-15 15:01:16
433,407,M100,1998,2001,1,2019-07-15 15:01:16,2019-07-15 15:01:16
435,409,1 generation [2th restyling],2008,2016,1,2019-07-15 15:01:16,2019-07-15 15:01:16
436,410,J200,2002,2008,1,2019-07-15 15:01:16,2019-07-15 15:01:16
437,410,J150/J190 [restyling],1999,2004,1,2019-07-15 15:01:16,2019-07-15 15:01:16
438,410,J100,1997,1999,1,2019-07-15 15:01:16,2019-07-15 15:01:16
443,420,2 generation,2001,2006,1,2019-07-15 15:01:16,2019-07-15 15:01:16
445,421,1 generation [2th restyling],1997,2000,1,2019-07-15 15:01:16,2019-07-15 15:01:16
446,421,1 generation [restyling],1992,1997,1,2019-07-15 15:01:16,2019-07-15 15:01:16
447,426,4 generation,1993,1996,1,2019-07-15 15:01:16,2019-07-15 15:01:16
452,429,1 generation,2002,2012,1,2019-07-15 15:01:16,2019-07-15 15:01:16
454,430,L250,2003,2007,1,2019-07-15 15:01:16,2019-07-15 15:01:16
455,430,L700,1998,2003,1,2019-07-15 15:01:16,2019-07-15 15:01:16
464,439,L55,1980,1985,1,2019-07-15 15:01:16,2019-07-15 15:01:16
465,439,L275,2006,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
466,439,L700,1998,2002,1,2019-07-15 15:01:16,2019-07-15 15:01:16
469,445,2 generation,2005,2007,1,2019-07-15 15:01:16,2019-07-15 15:01:16
470,445,1 generation,1998,2001,1,2019-07-15 15:01:16,2019-07-15 15:01:16
471,450,2 generation,2006,2009,1,2019-07-15 15:01:16,2019-07-15 15:01:16
472,450,1 generation,1997,2006,1,2019-07-15 15:01:16,2019-07-15 15:01:16
480,488,2 generation,2007,2010,1,2019-07-15 15:01:16,2019-07-15 15:01:16
481,488,1 generation,1994,2000,1,2019-07-15 15:01:16,2019-07-15 15:01:16
482,490,4 generation,2000,2007,1,2019-07-15 15:01:16,2019-07-15 15:01:16
483,490,3 generation,1995,2000,1,2019-07-15 15:01:16,2019-07-15 15:01:16
484,490,2 generation,1990,1995,1,2019-07-15 15:01:16,2019-07-15 15:01:16
485,490,5 generation [restyling],2007,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
486,491,3 generation,2008,2014,1,2019-07-15 15:01:16,2019-07-15 15:01:16
487,491,2 generation,1978,1981,1,2019-07-15 15:01:16,2019-07-15 15:01:16
488,491,1 generation,1970,,1,2019-07-15 15:01:16,2019-07-15 15:01:16
489,492,3 generation,1970,1971,1,2019-07-15 15:01:16,2019-07-15 15:01:16
490,492,L-body,1982,1987,1,2019-07-15 15:01:16,2019-07-15 15:01:16
493,493,3 generation,2005,2007,1,2019-07-15 15:01:16,2019-07-15 15:01:16
494,496,3 generation,2010,2013,1,2019-07-15 15:01:16,2019-07-15 15:01:16
495,496,2 generation,2003,2009,1,2019-07-15 15:01:16,2019-07-15 15:01:16
496,496,1 generation,1998,2004,1,2019-07-15 15:01:16,2019-07-15 15:01:16
501,499,2 generation,1997,2004,1,2019-07-15 15:01:16,2019-07-15 15:01:16
502,499,1 generation,1992,1998,1,2019-07-15 15:01:16,2019-07-15 15:01:16
503,503,2 generation,1999,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
504,503,1 generation,1993,2001,1,2019-07-15 15:01:16,2019-07-15 15:01:16
505,506,4 generation,2008,2011,1,2019-07-15 15:01:16,2019-07-15 15:01:16
507,506,3 generation,2001,2005,1,2019-07-15 15:01:16,2019-07-15 15:01:16
508,506,1 generation,1981,1993,1,2019-07-15 15:01:16,2019-07-15 15:01:16
509,507,2 generation,1987,1993,1,2019-07-15 15:01:16,2019-07-15 15:01:16
513,511,2 generation,2000,2006,1,2019-07-15 15:01:16,2019-07-15 15:01:16
515,512,4 generation,2008,2010,1,2019-07-15 15:01:16,2019-07-15 15:01:16
516,512,3 generation,2003,2007,1,2019-07-15 15:01:16,2019-07-15 15:01:16
517,512,2 generation,1996,2002,1,2019-07-15 15:01:16,2019-07-15 15:01:16
518,512,1 generation,1992,1996,1,2019-07-15 15:01:16,2019-07-15 15:01:16
524,534,1 generation,1991,2001,1,2019-07-15 15:01:16,2019-07-15 15:01:16
532,546,1 generation,1992,1998,1,2019-07-15 15:01:16,2019-07-15 15:01:16
546,574,2 generation,2008,2015,1,2019-07-15 15:01:16,2019-07-15 15:01:16
547,574,1 generation,1957,1975,1,2019-07-15 15:01:16,2019-07-15 15:01:16
548,582,2 generation,2007,2011,1,2019-07-15 15:01:16,2019-07-15 15:01:16
549,582,1 generation,1995,2001,1,2019-07-15 15:01:16,2019-07-15 15:01:16
552,586,2 generation,2009,2015,1,2019-07-15 15:01:16,2019-07-15 15:01:16
553,586,1 generation [restyling],2005,2017,1,2019-07-15 15:01:16,2019-07-15 15:01:16
554,586,1 generation,2001,2005,1,2019-07-15 15:01:16,2019-07-15 15:01:16
556,588,3 generation,2008,2010,1,2019-07-15 15:01:16,2019-07-15 15:01:16
561,593,1 generation,1999,2004,1,2019-07-15 15:01:16,2019-07-15 15:01:16
563,595,1 generation [restyling],1986,2002,1,2019-07-15 15:01:16,2019-07-15 15:01:16
564,595,2 generation,2003,2011,1,2019-07-15 15:01:16,2019-07-15 15:01:16
565,595,1 generation,1980,1986,1,2019-07-15 15:01:16,2019-07-15 15:01:16
566,596,3 generation [2th restyling],2012,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
568,596,3 generation [restyling],2009,2012,1,2019-07-15 15:01:16,2019-07-15 15:01:16
569,596,3 generation,2005,2012,1,2019-07-15 15:01:16,2019-07-15 15:01:16
570,596,2 generation,1999,2003,1,2019-07-15 15:01:16,2019-07-15 15:01:16
571,596,1 generation,1993,1999,1,2019-07-15 15:01:16,2019-07-15 15:01:16
578,607,2 generation,2002,2010,1,2019-07-15 15:01:16,2019-07-15 15:01:16
582,614,5 generation,1992,1998,1,2019-07-15 15:01:16,2019-07-15 15:01:16
587,615,2 generation,2010,2015,1,2019-07-15 15:01:16,2019-07-15 15:01:16
588,615,1 generation [restyling],2007,2010,1,2019-07-15 15:01:16,2019-07-15 15:01:16
589,615,1 generation,2003,2007,1,2019-07-15 15:01:16,2019-07-15 15:01:16
593,620,2 generation,1999,2007,1,2019-07-15 15:01:16,2019-07-15 15:01:16
594,620,1 generation,1990,1999,1,2019-07-15 15:01:16,2019-07-15 15:01:16
595,624,3 generation [restyling],2016,2019,1,2019-07-15 15:01:16,2019-07-15 15:01:16
596,624,3 generation,2012,2015,1,2019-07-15 15:01:16,2019-07-15 15:01:16
597,624,2 generation,2007,2012,1,2019-07-15 15:01:16,2019-07-15 15:01:16
